ASV_id	BD28	BD29	BD31	BD45	BD70	BD76	BD77	BD86	BD87	BD88	BD89	BD90	BD91	BD93	BD94	total
ASV_184	0	0	0	0	0	60	0	0	0	0	0	20	0	0	144	224
ASV_185	9	62	0	10	0	23	16	55	0	13	0	5	7	23	0	223
ASV_186	0	0	0	0	0	0	0	0	0	29	0	0	123	26	44	222
ASV_187	0	0	0	0	0	0	0	0	0	35	138	0	11	26	0	210
ASV_188	29	15	59	11	0	55	0	30	10	0	0	0	0	0	0	209
ASV_189	0	0	0	0	0	0	0	0	0	0	0	91	22	58	37	208
ASV_190	0	0	0	0	47	36	38	0	19	0	0	15	26	0	26	207
ASV_192	0	0	0	0	0	0	0	0	0	15	92	35	21	42	0	205
ASV_193	0	0	0	0	0	0	0	0	44	0	0	54	53	35	17	203
ASV_194	0	45	0	0	8	0	102	17	11	8	5	6	0	0	0	202
ASV_195	29	44	22	10	11	25	18	7	0	0	0	0	2	17	15	200
ASV_196	0	0	0	0	15	0	18	28	0	0	0	0	19	95	20	195
ASV_197	0	0	0	0	0	0	0	0	0	179	0	0	0	15	0	194
ASV_198	82	23	74	14	0	0	0	0	0	0	0	0	0	0	0	193
ASV_199	16	10	23	0	3	61	18	11	0	0	0	0	0	49	0	191
ASV_200	0	0	0	0	0	0	0	0	0	0	0	0	6	0	183	189
ASV_201	0	0	0	0	111	0	33	7	26	0	0	0	0	0	10	187
ASV_202	0	0	0	0	63	9	71	13	0	0	0	0	13	9	0	178
ASV_203	5	62	11	44	11	0	29	12	0	0	0	0	0	0	0	174
ASV_204	19	26	12	0	10	5	74	9	0	0	0	0	0	17	0	172
ASV_205	0	0	0	0	0	0	0	0	0	44	51	0	0	64	10	169
ASV_206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	169
ASV_208	0	0	157	0	0	0	0	0	0	0	0	0	0	11	0	168
ASV_209	0	0	0	0	0	21	0	71	0	0	0	0	18	49	9	168
ASV_210	52	31	74	10	0	0	0	0	0	0	0	0	0	0	0	167
ASV_211	0	0	0	0	0	0	0	0	0	0	0	0	23	84	60	167
ASV_212	0	0	0	0	0	0	0	0	0	0	0	0	28	23	115	166
ASV_213	0	0	43	0	0	0	0	0	0	101	0	3	0	0	16	163
ASV_214	35	35	20	0	14	0	14	0	0	0	0	0	0	0	44	162
ASV_215	8	33	32	0	0	0	17	48	0	0	0	0	4	8	11	161
ASV_216	0	0	62	0	0	17	3	30	0	8	8	0	12	21	0	161
ASV_217	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	160
ASV_218	0	0	0	0	6	59	0	61	0	0	0	0	0	28	0	154
ASV_219	115	6	0	31	0	0	0	0	0	0	0	0	0	0	0	152
ASV_220	0	0	0	0	16	22	6	35	0	7	50	0	3	12	0	151
ASV_221	0	0	0	0	0	48	0	60	14	0	0	0	0	28	0	150
ASV_222	0	0	0	0	84	0	8	0	0	0	32	0	24	0	0	148
ASV_223	0	0	0	0	0	0	0	0	48	67	0	31	0	0	0	146
ASV_224	41	22	39	0	0	39	0	0	0	0	0	0	0	0	0	141
ASV_225	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	141
ASV_226	14	5	53	0	0	16	0	0	38	0	9	0	5	0	0	140
ASV_227	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	140
ASV_228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	139
ASV_229	0	0	0	0	0	82	0	55	0	0	0	0	0	0	0	137
ASV_230	0	0	0	0	0	0	0	0	0	34	0	0	0	14	89	137
ASV_231	0	0	0	0	0	0	0	0	55	24	10	41	0	6	0	136
ASV_232	0	0	0	0	2	8	5	0	21	0	9	23	9	40	18	135
ASV_233	0	17	40	0	77	0	0	0	0	0	0	0	0	0	0	134
ASV_234	0	0	0	0	0	0	0	0	0	0	0	0	0	42	91	133
ASV_235	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	130
ASV_236	14	48	0	21	0	11	18	17	0	0	0	0	0	0	0	129
ASV_237	0	0	0	0	0	0	0	0	7	0	11	7	47	25	28	125
ASV_238	0	0	8	0	16	0	12	13	9	0	11	0	21	18	14	122
ASV_239	0	0	0	0	0	0	0	0	0	97	0	0	25	0	0	122
ASV_240	43	17	50	10	0	0	0	0	0	0	0	0	0	0	0	120
ASV_241	21	77	0	0	0	18	4	0	0	0	0	0	0	0	0	120
ASV_242	0	0	0	0	0	0	0	0	0	0	0	0	58	46	16	120
ASV_243	0	0	0	0	20	49	0	50	0	0	0	0	0	0	0	119
ASV_244	0	0	0	0	0	0	0	0	0	0	36	29	25	7	20	117
ASV_246	0	4	0	0	0	24	8	59	0	0	0	0	0	0	21	116
ASV_247	8	5	30	5	7	44	9	7	0	0	0	0	0	0	0	115
ASV_248	0	0	0	0	0	20	0	0	0	0	0	0	70	24	0	114
ASV_249	0	0	0	0	0	0	0	0	0	0	0	0	19	14	81	114
ASV_250	0	0	0	0	0	0	0	0	0	0	0	0	11	68	35	114
ASV_251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	114
ASV_253	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	110
ASV_254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	110
ASV_255	23	9	0	4	0	12	44	17	0	0	0	0	0	0	0	109
ASV_256	0	17	0	0	0	47	0	16	0	17	0	9	0	3	0	109
ASV_257	0	76	0	0	0	11	0	21	0	0	0	0	0	0	0	108
ASV_258	0	0	0	0	0	0	0	0	0	88	10	10	0	0	0	108
ASV_259	9	36	0	18	0	20	3	9	5	0	0	0	0	5	0	105
ASV_260	0	0	0	0	0	60	45	0	0	0	0	0	0	0	0	105
ASV_261	0	24	80	0	0	0	0	0	0	0	0	0	0	0	0	104
ASV_262	0	0	0	0	0	0	0	0	0	0	11	14	26	17	35	103
ASV_263	0	0	0	0	0	0	0	0	0	0	0	0	11	0	92	103
ASV_264	0	0	0	0	0	0	0	0	0	0	0	0	29	0	73	102
ASV_265	0	27	0	0	0	0	0	0	0	0	0	0	0	27	44	98
ASV_266	0	11	40	0	35	0	0	12	0	0	0	0	0	0	0	98
ASV_267	0	0	0	0	0	40	0	31	0	0	0	0	6	21	0	98
ASV_268	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	98
ASV_269	0	0	0	0	0	0	0	0	0	0	0	0	10	78	9	97
ASV_270	9	20	4	0	0	0	0	62	0	0	0	0	0	0	0	95
ASV_271	0	0	0	0	0	0	0	0	0	0	0	0	19	31	45	95
ASV_272	0	11	59	9	0	0	0	0	0	0	0	0	0	0	15	94
ASV_274	0	0	0	0	19	0	5	15	7	0	19	9	8	11	0	93
ASV_275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	93
ASV_276	0	0	0	0	0	0	0	0	0	0	0	0	38	54	0	92
ASV_277	0	0	0	0	33	0	0	0	44	0	0	0	0	0	13	90
ASV_278	9	0	16	0	0	0	0	0	23	0	22	19	0	0	0	89
ASV_279	4	6	0	0	0	0	0	0	7	14	12	33	2	9	2	89
ASV_280	0	0	0	0	0	58	0	27	0	0	4	0	0	0	0	89
ASV_281	0	0	0	0	0	0	0	0	0	0	9	19	27	34	0	89
ASV_282	0	0	0	0	0	18	0	0	12	7	5	18	0	17	9	86
ASV_283	0	0	0	0	0	0	0	0	0	0	8	7	34	28	9	86
ASV_284	0	7	0	2	0	0	6	8	10	22	0	0	6	9	15	85
ASV_285	0	0	0	0	0	21	9	0	21	19	7	8	0	0	0	85
ASV_286	0	0	0	0	0	43	21	20	0	0	0	0	0	0	0	84
ASV_287	0	0	0	0	0	0	0	0	0	0	58	5	0	14	7	84
ASV_288	22	16	4	23	0	0	0	14	2	0	0	0	0	2	0	83
ASV_289	0	0	37	0	0	0	0	16	0	0	0	0	0	28	0	81
ASV_290	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	81
ASV_291	0	0	0	0	0	12	0	0	0	0	8	0	15	44	0	79
ASV_292	21	14	8	0	0	0	0	12	0	23	0	0	0	0	0	78
ASV_293	0	0	48	0	0	29	0	0	0	0	0	0	0	0	0	77
ASV_294	0	0	0	0	0	0	0	0	0	0	0	0	35	9	33	77
ASV_295	0	0	0	0	14	40	0	12	10	0	0	0	0	0	0	76
ASV_296	0	0	31	0	0	30	14	0	0	0	0	0	0	0	0	75
ASV_297	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	74
ASV_298	0	2	0	0	0	41	0	20	6	0	0	4	0	0	0	73
ASV_299	0	0	0	0	0	0	0	0	0	0	0	0	19	31	23	73
ASV_300	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	72
ASV_301	0	0	0	0	0	0	0	0	0	12	4	0	0	0	56	72
ASV_302	0	0	0	0	0	0	0	0	0	0	24	0	48	0	0	72
ASV_303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	72
ASV_304	0	0	20	0	0	0	0	0	0	0	0	0	11	20	20	71
ASV_305	0	0	0	0	0	0	0	6	0	44	0	0	9	12	0	71
ASV_306	0	0	0	0	0	0	0	0	0	24	0	0	0	47	0	71
ASV_307	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	70
ASV_308	0	0	0	0	0	0	0	0	0	36	0	0	34	0	0	70
ASV_309	0	0	0	0	0	0	0	0	0	0	0	0	0	22	47	69
ASV_310	34	0	16	12	0	0	6	0	0	0	0	0	0	0	0	68
ASV_311	0	0	0	0	26	23	7	4	8	0	0	0	0	0	0	68
ASV_312	0	0	0	0	0	0	0	0	0	0	29	0	0	39	0	68
ASV_313	37	10	6	0	0	0	13	0	0	0	0	0	0	0	0	66
ASV_314	13	0	0	3	0	17	0	3	0	30	0	0	0	0	0	66
ASV_315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	66
ASV_316	11	0	0	0	0	0	18	0	15	0	0	21	0	0	0	65
ASV_317	0	0	0	0	0	0	0	4	0	0	0	0	19	42	0	65
ASV_318	0	0	0	0	0	0	0	0	0	0	0	0	25	0	40	65
ASV_319	0	0	0	0	0	0	0	0	0	0	0	0	0	48	17	65
ASV_320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	64
ASV_321	1	5	12	0	11	0	20	0	0	0	0	14	0	0	0	63
ASV_322	0	0	18	0	0	0	0	0	23	0	0	22	0	0	0	63
ASV_323	0	0	0	0	0	0	0	0	0	0	4	4	15	20	20	63
ASV_324	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	63
ASV_325	0	0	0	0	0	0	0	0	0	0	0	16	12	17	18	63
ASV_326	0	0	0	0	0	10	6	46	0	0	0	0	0	0	0	62
ASV_327	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	61
ASV_329	0	0	0	0	0	0	0	0	0	0	0	38	23	0	0	61
ASV_330	0	0	16	0	0	16	0	0	0	11	0	0	0	16	0	59
ASV_331	0	0	0	0	0	0	0	0	0	47	3	0	0	0	9	59
ASV_332	7	16	0	2	9	0	0	7	0	0	0	0	0	0	16	57
ASV_333	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	57
ASV_334	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	57
ASV_335	0	0	0	0	0	0	0	0	0	0	0	11	0	0	46	57
ASV_336	0	8	0	0	22	0	12	0	14	0	0	0	0	0	0	56
ASV_337	0	0	24	0	0	0	9	23	0	0	0	0	0	0	0	56
ASV_338	0	0	0	0	0	41	3	12	0	0	0	0	0	0	0	56
ASV_339	0	0	0	0	0	21	0	35	0	0	0	0	0	0	0	56
ASV_340	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	56
ASV_341	0	0	0	0	0	0	0	0	10	0	15	31	0	0	0	56
ASV_342	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	55
ASV_343	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	55
ASV_344	0	0	0	0	0	32	0	23	0	0	0	0	0	0	0	55
ASV_345	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	55
ASV_346	0	0	0	0	0	0	0	0	0	20	0	0	0	0	35	55
ASV_347	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	54
ASV_348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	54
ASV_349	13	14	6	0	0	0	15	5	0	0	0	0	0	0	0	53
ASV_350	0	0	0	0	0	14	0	0	21	0	0	0	18	0	0	53
ASV_351	0	0	0	0	0	0	0	0	0	0	5	0	20	15	13	53
ASV_352	0	0	0	0	0	0	0	0	0	0	0	14	6	10	23	53
ASV_353	23	0	0	29	0	0	0	0	0	0	0	0	0	0	0	52
ASV_354	0	0	0	0	0	44	0	8	0	0	0	0	0	0	0	52
ASV_355	0	0	0	0	0	0	0	0	6	0	0	46	0	0	0	52
ASV_356	0	0	0	0	0	0	0	0	5	0	5	37	5	0	0	52
ASV_357	0	0	0	0	0	0	0	0	0	15	0	8	0	0	28	51
ASV_358	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	50
ASV_359	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	50
ASV_360	0	0	0	0	0	0	0	0	0	10	2	0	10	24	4	50
ASV_361	0	0	0	0	0	0	0	0	0	0	0	0	5	39	4	48
ASV_362	0	0	0	0	0	10	0	37	0	0	0	0	0	0	0	47
ASV_363	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	47
ASV_365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	46
ASV_366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	46
ASV_367	0	0	0	0	0	15	23	7	0	0	0	0	0	0	0	45
ASV_368	0	0	0	0	0	0	0	0	27	18	0	0	0	0	0	45
ASV_369	0	0	0	0	0	0	0	0	0	0	23	0	11	11	0	45
ASV_370	0	0	7	0	4	0	21	8	0	0	0	0	0	4	0	44
ASV_371	0	0	0	0	0	21	0	6	0	0	0	0	11	0	6	44
ASV_372	0	0	0	0	0	0	0	0	0	0	0	0	22	22	0	44
