ASV_id	BD28	BD29	BD31	BD45	BD70	BD76	BD77	BD86	BD87	BD88	BD89	BD90	BD91	BD93	BD94	total
ASV_373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	44
ASV_374	21	0	0	0	22	0	0	0	0	0	0	0	0	0	0	43
ASV_375	0	7	36	0	0	0	0	0	0	0	0	0	0	0	0	43
ASV_376	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	43
ASV_377	0	0	0	0	13	0	0	0	2	2	11	15	0	0	0	43
ASV_378	0	0	0	0	0	13	0	0	0	0	0	0	11	0	18	42
ASV_379	0	0	0	0	0	0	0	0	0	0	0	0	10	16	15	41
ASV_380	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	40
ASV_381	0	0	25	0	0	0	0	0	0	0	15	0	0	0	0	40
ASV_382	0	0	0	0	0	0	0	0	0	0	22	0	18	0	0	40
ASV_384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40
ASV_385	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	39
ASV_386	0	0	0	0	0	12	0	0	0	0	0	0	0	16	11	39
ASV_387	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	39
ASV_388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	39
ASV_389	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
ASV_390	0	3	3	6	0	0	0	0	9	7	10	0	0	0	0	38
ASV_391	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	38
ASV_393	0	0	0	0	0	0	0	0	0	0	0	0	10	28	0	38
ASV_394	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	38
ASV_396	0	0	0	0	0	0	0	0	0	0	0	0	31	0	6	37
ASV_397	0	0	0	0	0	0	0	0	0	0	0	0	0	5	32	37
ASV_398	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	36
ASV_399	0	0	0	0	0	0	0	0	0	0	0	11	9	10	6	36
ASV_400	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	35
ASV_401	0	0	13	0	14	0	0	8	0	0	0	0	0	0	0	35
ASV_402	0	0	0	0	0	0	0	0	0	12	0	9	0	0	14	35
ASV_403	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	35
ASV_404	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	35
ASV_405	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	35
ASV_406	11	14	5	0	0	0	0	4	0	0	0	0	0	0	0	34
ASV_407	0	0	0	0	0	0	0	16	0	0	0	0	0	18	0	34
ASV_408	0	0	0	0	0	0	0	0	0	0	9	0	0	0	25	34
ASV_409	0	0	0	0	0	0	0	0	0	0	0	0	11	9	14	34
ASV_410	0	0	0	0	0	21	0	12	0	0	0	0	0	0	0	33
ASV_411	19	10	0	3	0	0	0	0	0	0	0	0	0	0	0	32
ASV_412	0	14	6	5	0	0	0	0	0	0	4	0	0	3	0	32
ASV_413	0	0	4	0	0	0	0	28	0	0	0	0	0	0	0	32
ASV_414	0	0	0	0	0	8	0	7	0	0	0	0	0	17	0	32
ASV_415	0	0	0	0	0	0	0	0	11	0	0	21	0	0	0	32
ASV_416	0	0	0	0	0	0	0	0	0	0	22	10	0	0	0	32
ASV_417	0	0	0	0	0	0	0	0	0	0	0	9	0	23	0	32
ASV_418	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	32
ASV_419	0	0	0	0	0	0	0	0	0	0	0	0	0	26	6	32
ASV_420	4	27	0	0	0	0	0	0	0	0	0	0	0	0	0	31
ASV_421	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	31
ASV_422	0	0	0	0	0	27	0	4	0	0	0	0	0	0	0	31
ASV_423	0	0	0	0	0	17	0	14	0	0	0	0	0	0	0	31
ASV_424	0	0	0	0	0	11	0	10	10	0	0	0	0	0	0	31
ASV_425	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	31
ASV_426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	31
ASV_427	13	0	0	7	0	0	0	6	0	0	0	4	0	0	0	30
ASV_429	0	9	0	0	0	10	0	11	0	0	0	0	0	0	0	30
ASV_430	0	0	0	0	0	0	5	0	15	0	0	10	0	0	0	30
ASV_432	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	30
ASV_433	0	0	0	0	0	0	0	0	0	0	0	0	0	22	8	30
ASV_434	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	30
ASV_435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30
ASV_436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30
ASV_437	17	0	0	12	0	0	0	0	0	0	0	0	0	0	0	29
ASV_439	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	29
ASV_440	20	8	0	0	0	0	0	0	0	0	0	0	0	0	0	28
ASV_441	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	28
ASV_443	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	28
ASV_444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	28
ASV_446	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	27
ASV_447	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	27
ASV_448	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	27
ASV_449	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	27
ASV_450	0	0	0	0	0	0	0	0	0	0	0	0	22	0	5	27
ASV_451	14	0	0	0	0	0	12	0	0	0	0	0	0	0	0	26
ASV_452	6	0	0	16	0	0	0	0	0	0	0	0	0	0	4	26
ASV_453	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	26
ASV_455	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	26
ASV_456	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	25
ASV_457	0	0	0	0	0	0	0	0	0	13	0	12	0	0	0	25
ASV_458	0	0	0	0	0	0	0	0	0	0	0	12	13	0	0	25
ASV_459	0	0	0	0	0	0	0	0	0	0	0	0	5	20	0	25
ASV_461	3	0	0	0	0	21	0	0	0	0	0	0	0	0	0	24
ASV_462	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	24
ASV_463	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	24
ASV_465	0	0	0	0	0	19	0	5	0	0	0	0	0	0	0	24
ASV_466	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	24
ASV_467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	24
ASV_468	0	0	10	0	0	0	0	0	0	0	0	13	0	0	0	23
ASV_469	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	23
ASV_470	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	23
ASV_471	0	0	0	0	0	0	0	6	7	10	0	0	0	0	0	23
ASV_472	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	23
ASV_473	0	0	0	0	0	0	0	0	0	0	0	0	0	10	13	23
ASV_475	17	5	0	0	0	0	0	0	0	0	0	0	0	0	0	22
ASV_476	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	22
ASV_477	0	5	0	0	0	0	0	0	5	0	7	5	0	0	0	22
ASV_478	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	22
ASV_479	0	0	13	0	0	0	0	0	0	0	0	9	0	0	0	22
ASV_480	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	22
ASV_481	0	0	0	0	9	0	0	2	7	0	0	0	0	4	0	22
ASV_482	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	22
ASV_483	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	22
ASV_484	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	22
ASV_485	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	22
ASV_486	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	22
ASV_487	0	0	0	0	0	0	0	0	12	0	0	10	0	0	0	22
ASV_488	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	22
ASV_489	0	0	0	0	0	0	0	0	0	0	0	0	10	12	0	22
ASV_490	0	7	0	6	8	0	0	0	0	0	0	0	0	0	0	21
ASV_491	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	21
ASV_492	0	0	0	0	0	13	0	8	0	0	0	0	0	0	0	21
ASV_493	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	21
ASV_494	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	21
ASV_495	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	21
ASV_496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21
ASV_497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21
ASV_498	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
ASV_499	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	20
ASV_501	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	20
ASV_502	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20
ASV_503	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	20
ASV_504	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	20
ASV_505	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	20
ASV_506	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	20
ASV_507	0	0	0	0	0	0	0	0	0	0	0	8	0	12	0	20
ASV_508	0	0	0	0	0	0	0	0	0	0	0	0	9	11	0	20
ASV_509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20
ASV_510	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
ASV_511	10	0	0	0	0	0	0	9	0	0	0	0	0	0	0	19
ASV_512	5	6	0	0	0	0	0	5	0	0	0	3	0	0	0	19
ASV_513	0	0	0	0	9	0	0	4	0	0	0	0	0	0	6	19
ASV_514	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	19
ASV_515	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	19
ASV_516	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	19
ASV_517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19
ASV_518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19
ASV_519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19
ASV_520	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV_521	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	18
ASV_522	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	18
ASV_523	0	0	0	0	0	0	0	7	7	0	0	4	0	0	0	18
ASV_524	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	18
ASV_525	0	0	0	0	0	0	0	0	0	0	0	4	6	8	0	18
ASV_526	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	18
ASV_527	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	18
ASV_528	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	18
ASV_529	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	18
ASV_530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18
ASV_532	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	17
ASV_533	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	17
ASV_535	0	0	6	0	0	0	0	0	0	8	0	3	0	0	0	17
ASV_537	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	17
ASV_538	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	17
ASV_539	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	17
ASV_540	0	0	0	0	0	0	0	3	0	0	0	0	0	0	14	17
ASV_541	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	17
ASV_542	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	17
ASV_543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17
ASV_544	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ASV_545	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ASV_546	6	0	0	10	0	0	0	0	0	0	0	0	0	0	0	16
ASV_547	5	0	0	11	0	0	0	0	0	0	0	0	0	0	0	16
ASV_548	0	4	0	0	0	0	10	0	0	0	0	2	0	0	0	16
ASV_549	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	16
ASV_550	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	16
ASV_551	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	16
ASV_553	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	16
ASV_554	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	16
ASV_555	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5	16
ASV_556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16
ASV_557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16
ASV_558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16
ASV_560	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	15
ASV_561	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	15
ASV_562	0	0	0	4	0	0	11	0	0	0	0	0	0	0	0	15
ASV_563	0	0	0	3	0	0	0	0	0	0	0	0	0	12	0	15
ASV_564	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15
ASV_565	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	15
ASV_566	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	15
ASV_567	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	15
ASV_568	0	0	0	0	0	0	8	0	0	0	7	0	0	0	0	15
ASV_569	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	15
ASV_570	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	15
ASV_571	0	0	0	0	0	0	0	0	0	0	5	0	3	5	2	15
ASV_572	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	15
ASV_573	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	15
ASV_574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15
ASV_575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15
ASV_576	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	14
ASV_577	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	14
ASV_578	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	14
ASV_579	0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	14
ASV_580	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	14
ASV_581	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	14
ASV_582	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	14
ASV_583	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	14
ASV_584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14
ASV_585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14
ASV_586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14
ASV_587	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV_588	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	13
ASV_589	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13
ASV_590	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV_592	0	0	6	0	0	0	5	0	0	0	0	0	0	2	0	13
ASV_593	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	13
ASV_594	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13
ASV_595	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13
ASV_597	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	13
ASV_598	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	13
ASV_599	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	13
ASV_601	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	13
ASV_602	0	0	0	0	0	0	0	0	0	7	0	0	0	6	0	13
ASV_603	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	13
ASV_604	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	13
ASV_606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13
ASV_607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13
ASV_608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13
ASV_609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13
ASV_610	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV_611	5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	12
ASV_612	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12
ASV_613	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12
ASV_614	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12
ASV_615	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12
ASV_616	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	12
ASV_617	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0	12
ASV_618	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	12
ASV_621	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	12
ASV_622	0	0	0	0	0	0	0	0	3	0	0	0	9	0	0	12
ASV_623	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	12
ASV_624	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	12
ASV_626	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	12
ASV_627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12
ASV_628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12
ASV_630	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV_631	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11
ASV_632	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11
ASV_633	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	11
ASV_634	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	11
ASV_635	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	11
ASV_636	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	11
ASV_637	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	11
ASV_638	0	0	0	0	0	0	0	0	0	0	3	0	0	8	0	11
ASV_639	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	11
ASV_641	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	11
ASV_642	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV_643	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV_644	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	10
ASV_645	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV_646	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	10
ASV_647	0	0	2	0	0	5	0	3	0	0	0	0	0	0	0	10
ASV_648	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10
ASV_649	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10
ASV_650	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10
ASV_651	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10
ASV_652	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10
ASV_653	0	0	0	0	0	4	0	0	0	0	0	2	0	0	4	10
ASV_654	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10
ASV_655	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10
ASV_656	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10
ASV_657	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10
ASV_658	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	10
ASV_659	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	10
ASV_660	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	10
ASV_661	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10
ASV_662	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10
ASV_663	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	10
ASV_664	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	10
ASV_665	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10
ASV_666	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10
ASV_667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10
ASV_668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10
ASV_671	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV_672	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV_673	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9
ASV_674	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	9
ASV_676	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9
ASV_677	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9
ASV_678	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9
ASV_679	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9
ASV_680	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	9
ASV_681	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9
ASV_682	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	9
ASV_684	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9
ASV_685	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	9
ASV_686	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	9
ASV_687	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9
ASV_688	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9
ASV_689	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9
ASV_690	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9
ASV_691	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	9
ASV_692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9
ASV_693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9
ASV_694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9
ASV_695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9
ASV_696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9
ASV_697	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV_698	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV_699	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	8
ASV_700	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8
ASV_701	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8
ASV_702	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8
ASV_703	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	8
ASV_704	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8
ASV_705	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8
ASV_706	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8
ASV_707	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	8
ASV_709	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	8
ASV_710	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	8
ASV_711	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	8
ASV_714	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
ASV_715	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8
ASV_717	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8
ASV_718	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8
ASV_719	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8
ASV_721	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8
ASV_722	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8
ASV_724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8
ASV_725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8
ASV_726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8
ASV_727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8
ASV_728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8
ASV_729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8
ASV_730	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV_731	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV_733	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV_734	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV_735	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV_736	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV_737	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	7
ASV_738	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV_739	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7
ASV_740	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7
ASV_741	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7
ASV_742	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7
ASV_743	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7
ASV_745	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	7
ASV_746	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7
ASV_747	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7
ASV_748	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7
ASV_749	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7
ASV_750	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7
ASV_751	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7
ASV_752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7
ASV_753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7
ASV_754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7
ASV_755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7
ASV_756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7
ASV_757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7
ASV_758	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV_760	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV_761	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV_762	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV_763	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV_766	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
ASV_767	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6
ASV_769	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6
ASV_770	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6
ASV_771	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6
ASV_772	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6
ASV_773	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6
ASV_774	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6
ASV_775	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6
ASV_776	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6
ASV_777	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6
ASV_778	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6
ASV_779	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6
ASV_780	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6
ASV_781	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6
