ASV_id	BD28	BD29	BD31	BD45	BD70	BD76	BD77	BD86	BD87	BD88	BD89	BD90	BD91	BD93	BD94	total
ASV_426	0	0	0	0	0	0	0	5	0	0	0	18	0	0	0	23
ASV_427	0	0	0	0	0	0	0	0	0	0	7	0	8	8	0	23
ASV_428	0	0	0	0	0	0	0	0	0	0	0	0	7	0	16	23
ASV_429	0	0	0	0	0	0	0	0	0	0	0	0	1	0	22	23
ASV_430	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	22
ASV_431	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	22
ASV_432	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	22
ASV_433	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	22
ASV_434	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	22
ASV_435	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	22
ASV_436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	22
ASV_437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	22
ASV_438	7	0	0	6	0	0	8	0	0	0	0	0	0	0	0	21
ASV_439	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	21
ASV_440	0	4	0	5	12	0	0	0	0	0	0	0	0	0	0	21
ASV_441	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	21
ASV_442	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	21
ASV_443	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	21
ASV_444	0	0	0	0	0	0	0	0	0	14	0	0	7	0	0	21
ASV_446	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	21
ASV_447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21
ASV_448	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	20
ASV_449	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20
ASV_450	0	0	0	0	6	4	0	0	0	0	0	0	0	10	0	20
ASV_451	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	20
ASV_452	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	20
ASV_453	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	20
ASV_454	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	20
ASV_455	0	0	0	0	0	0	0	0	0	6	0	0	8	6	0	20
ASV_456	0	0	0	0	0	0	0	0	0	0	0	0	7	13	0	20
ASV_457	0	0	0	0	0	0	0	0	0	0	0	0	4	0	16	20
ASV_458	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	20
ASV_459	12	0	0	7	0	0	0	0	0	0	0	0	0	0	0	19
ASV_460	12	0	7	0	0	0	0	0	0	0	0	0	0	0	0	19
ASV_461	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19
ASV_463	0	0	0	0	0	0	0	0	6	0	13	0	0	0	0	19
ASV_464	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	19
ASV_465	0	0	0	0	0	0	0	0	0	0	4	4	0	3	8	19
ASV_466	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	19
ASV_467	0	0	0	0	0	0	0	0	0	0	0	0	10	0	9	19
ASV_468	0	0	0	0	0	0	0	0	0	0	0	0	9	0	10	19
ASV_469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19
ASV_470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19
ASV_471	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV_472	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV_473	0	0	7	0	0	0	0	0	0	0	0	11	0	0	0	18
ASV_474	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	18
ASV_475	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	18
ASV_476	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	18
ASV_477	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	18
ASV_478	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	18
ASV_479	0	0	0	0	0	0	0	0	0	3	8	7	0	0	0	18
ASV_481	0	0	0	0	0	0	0	0	0	0	1	4	0	1	12	18
ASV_482	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	18
ASV_483	0	0	0	0	0	0	0	0	0	0	0	0	10	0	8	18
ASV_484	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	18
ASV_485	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	17
ASV_486	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	17
ASV_487	0	0	0	7	0	0	0	0	0	0	0	0	6	3	1	17
ASV_488	0	0	0	7	3	5	0	2	0	0	0	0	0	0	0	17
ASV_489	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	17
ASV_490	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	17
ASV_491	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	17
ASV_492	0	0	0	0	0	0	3	5	0	0	0	0	0	9	0	17
ASV_493	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	17
ASV_494	7	0	0	9	0	0	0	0	0	0	0	0	0	0	0	16
ASV_496	0	0	0	6	0	0	5	0	0	0	0	0	0	0	5	16
ASV_497	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	16
ASV_499	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	16
ASV_500	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	16
ASV_502	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	16
ASV_503	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	16
ASV_504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16
ASV_505	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ASV_506	2	0	0	0	0	0	0	0	0	0	4	6	0	3	0	15
ASV_508	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	15
ASV_509	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	15
ASV_510	0	0	0	0	7	0	6	0	0	0	0	2	0	0	0	15
ASV_511	0	0	0	0	0	0	9	2	0	0	0	0	0	0	4	15
ASV_512	0	0	0	0	0	0	0	0	0	5	0	10	0	0	0	15
ASV_513	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	15
ASV_514	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	15
ASV_515	0	0	0	0	0	0	0	0	0	0	0	0	7	5	3	15
ASV_516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15
ASV_518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15
ASV_519	4	8	0	0	0	2	0	0	0	0	0	0	0	0	0	14
ASV_520	4	3	1	4	0	0	0	0	0	0	0	2	0	0	0	14
ASV_521	3	3	0	4	0	0	0	0	0	0	0	0	0	0	4	14
ASV_522	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14
ASV_523	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14
ASV_524	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14
ASV_525	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	14
ASV_526	0	0	0	0	5	9	0	0	0	0	0	0	0	0	0	14
ASV_527	0	0	0	0	0	10	0	0	0	0	0	0	0	4	0	14
ASV_529	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	14
ASV_530	0	0	0	0	0	0	0	7	0	0	7	0	0	0	0	14
ASV_531	0	0	0	0	0	0	0	0	8	0	0	6	0	0	0	14
ASV_532	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	14
ASV_533	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	14
ASV_534	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	14
ASV_535	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV_536	4	5	0	0	4	0	0	0	0	0	0	0	0	0	0	13
ASV_537	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV_538	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV_539	0	2	0	0	5	0	3	1	0	0	2	0	0	0	0	13
ASV_541	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	13
ASV_542	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	13
ASV_543	0	0	0	0	0	0	0	0	0	7	0	6	0	0	0	13
ASV_545	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	13
ASV_546	0	0	0	0	0	0	0	0	0	0	5	5	0	0	3	13
ASV_547	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	13
ASV_548	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	13
ASV_549	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	13
ASV_550	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	13
ASV_551	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	13
ASV_552	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	13
ASV_553	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	13
ASV_555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13
ASV_556	0	5	0	3	4	0	0	0	0	0	0	0	0	0	0	12
ASV_557	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12
ASV_558	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	12
ASV_559	0	0	0	0	5	0	0	2	0	0	0	0	0	5	0	12
ASV_560	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	12
ASV_561	0	0	0	0	0	1	0	0	0	3	0	0	0	8	0	12
ASV_562	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	12
ASV_564	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	12
ASV_565	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	12
ASV_566	0	0	0	0	0	0	0	0	0	0	3	9	0	0	0	12
ASV_567	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	12
ASV_568	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	12
ASV_569	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	12
ASV_570	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	12
ASV_571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12
ASV_572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12
ASV_573	2	7	0	0	0	0	0	0	0	0	0	0	0	0	2	11
ASV_575	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11
ASV_576	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11
ASV_577	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11
ASV_578	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11
ASV_580	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	11
ASV_581	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	11
ASV_582	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	11
ASV_584	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	11
ASV_585	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	11
ASV_586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11
ASV_587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11
ASV_588	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV_591	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	10
ASV_592	3	0	0	0	0	0	0	0	0	2	0	5	0	0	0	10
ASV_593	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV_594	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	10
ASV_596	0	0	0	0	3	1	6	0	0	0	0	0	0	0	0	10
ASV_597	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	10
ASV_598	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10
ASV_599	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10
ASV_600	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10
ASV_601	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	10
ASV_602	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	10
ASV_603	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	10
ASV_604	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10
ASV_605	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10
ASV_606	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	10
ASV_607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10
ASV_608	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV_609	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV_610	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV_611	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV_612	2	0	0	2	0	0	5	0	0	0	0	0	0	0	0	9
ASV_613	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV_614	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	9
ASV_615	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9
ASV_616	0	0	0	3	0	3	3	0	0	0	0	0	0	0	0	9
ASV_617	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9
ASV_618	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9
ASV_620	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9
ASV_622	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9
ASV_623	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9
ASV_624	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	9
ASV_625	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9
ASV_627	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	9
ASV_629	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	9
ASV_630	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	9
ASV_631	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	9
ASV_632	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9
ASV_633	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9
ASV_634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9
ASV_635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9
ASV_636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9
ASV_637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9
ASV_638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9
ASV_639	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV_640	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV_642	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV_643	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV_644	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8
ASV_645	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8
ASV_646	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8
ASV_647	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8
ASV_648	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8
ASV_649	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	8
ASV_650	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8
ASV_651	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8
ASV_653	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8
ASV_654	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8
ASV_655	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8
ASV_656	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8
ASV_657	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	8
ASV_658	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8
ASV_659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8
ASV_660	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV_661	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV_662	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV_663	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7
ASV_664	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV_665	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV_666	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7
ASV_668	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7
ASV_669	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7
ASV_670	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7
ASV_671	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7
ASV_672	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7
ASV_673	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	7
ASV_674	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	7
ASV_675	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	7
ASV_676	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	7
ASV_677	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7
ASV_678	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7
ASV_679	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7
ASV_682	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	7
ASV_683	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	7
ASV_684	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7
ASV_686	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7
ASV_687	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7
ASV_688	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7
ASV_689	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7
ASV_690	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7
ASV_691	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7
ASV_692	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7
ASV_693	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	7
ASV_694	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	7
ASV_695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7
ASV_697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7
ASV_698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7
ASV_699	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV_700	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	6
ASV_701	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6
ASV_702	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	6
ASV_703	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
ASV_704	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
ASV_705	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
ASV_706	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
ASV_708	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6
ASV_709	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6
ASV_710	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6
ASV_711	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6
ASV_712	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6
ASV_713	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6
ASV_714	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6
ASV_715	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6
ASV_716	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6
ASV_717	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6
ASV_719	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6
ASV_720	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6
ASV_721	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6
ASV_722	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	6
ASV_723	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6
ASV_724	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6
ASV_725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6
ASV_726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6
ASV_727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6
ASV_728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6
ASV_729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6
ASV_730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6
ASV_731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6
ASV_732	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_734	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_735	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_736	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_737	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_738	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_739	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_740	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	5
ASV_741	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
ASV_742	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
ASV_744	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
ASV_745	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
ASV_746	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
ASV_748	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
ASV_749	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
ASV_751	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
ASV_752	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	5
ASV_753	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	5
ASV_754	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5
ASV_755	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5
ASV_756	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5
ASV_757	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5
ASV_758	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5
ASV_759	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5
ASV_760	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5
ASV_761	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5
ASV_762	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5
ASV_763	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5
ASV_764	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5
ASV_765	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5
ASV_766	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5
ASV_767	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5
ASV_768	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5
ASV_769	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5
ASV_770	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	5
ASV_771	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5
ASV_772	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5
ASV_773	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5
ASV_774	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5
ASV_775	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5
ASV_776	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5
ASV_777	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5
ASV_778	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5
ASV_779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
ASV_781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
ASV_782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
ASV_784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
ASV_785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
ASV_787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
ASV_788	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_789	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_790	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_791	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_792	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_793	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_794	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_795	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	4
ASV_796	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
ASV_797	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
ASV_798	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
ASV_799	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
ASV_800	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
ASV_801	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
ASV_802	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
ASV_803	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
ASV_804	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
ASV_805	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
ASV_806	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
ASV_807	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
ASV_808	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
ASV_809	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
ASV_810	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
ASV_811	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4
ASV_812	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4
ASV_813	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4
ASV_815	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4
ASV_816	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4
ASV_817	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4
ASV_818	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4
ASV_819	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4
ASV_820	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4
ASV_821	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4
ASV_822	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4
ASV_823	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4
ASV_824	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
ASV_825	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
ASV_826	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
ASV_827	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
ASV_828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
ASV_829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
ASV_830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
ASV_831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
